lender,lender_city,lender_state,do_code,sba_do_name,approved_loans,approved_dollars,approved_sba_guaranty_dollars,avg_loan_size,guaranty_rate_pct
"Centerstone SBA Lending, Inc.",Los Angeles,CA,610,DALLAS / FT WORTH DISTRICT OFFICE,2,3674000,2755500,1837000.0,75.0
Bank Five Nine,Oconomowoc,WI,165,RHODE ISLAND DISTRICT OFFICE,1,3673000,2754750,3673000.0,75.0
Northeast Bank,Lewiston,ME,1086,PORTLAND DISTRICT OFFICE,35,3672900,2953585,104940.0,80.42
Cadence Bank,Tupelo,MS,304,RICHMOND DISTRICT OFFICE,11,3672000,2804500,333818.18,76.38
BayFirst National Bank,Saint Petersburg,FL,248,SYRACUSE DISTRICT OFFICE,24,3671600,3085860,152983.33,84.05
Unity Bank,Clinton,NJ,299,NEW JERSEY DISTRICT OFFICE,4,3670900,2753175,917725.0,75.0
Hanover Community Bank,Mineola,NY,671,HOUSTON DISTRICT OFFICE,2,3670000,2752500,1835000.0,75.0
The State Bank and Trust Company,Defiance,OH,562,INDIANA DISTRICT OFFICE,6,3669200,2751900,611533.33,75.0
"Readycap Lending, LLC",Berkeley Heights,NJ,669,ARKANSAS DISTRICT OFFICE,12,3666500,2710725,305541.67,73.93
"United Midwest Savings Bank, National Association",De Graff,OH,679,LOUISIANA DISTRICT OFFICE,12,3665000,2866250,305416.67,78.21
Meridian Bank,Malvern,PA,341,DELAWARE DISTRICT OFFICE,7,3660000,2701250,522857.14,73.8
"United Midwest Savings Bank, National Association",De Graff,OH,304,RICHMOND DISTRICT OFFICE,16,3660000,2900000,228750.0,79.23
Trustmark National Bank,Jackson,MS,470,MISSISSIPPI DISTRICT OFFICE,27,3659000,2760555,135518.52,75.45
First Internet Bank of Indiana,Fishers,IN,358,PITTSBURGH DISTRICT OFFICE,1,3651000,2738250,3651000.0,75.0
St. Johns Bank and Trust Company,Saint Louis,MO,768,ST. LOUIS DISTRICT OFFICE,3,3649100,2674325,1216366.67,73.29
GBank,Las Vegas,NV,563,WISCONSIN DISTRICT OFFICE,2,3645000,2733750,1822500.0,75.0
Hanmi Bank,Los Angeles,CA,549,CLEVELAND DISTRICT OFFICE,2,3644000,2733000,1822000.0,75.0
"Old Plank Trail Community Bank, National Association",Mokena,IL,507,ILLINOIS DISTRICT OFFICE,6,3642000,2394000,607000.0,65.73
Mission Valley Bank,Sun Valley,CA,679,LOUISIANA DISTRICT OFFICE,2,3640900,2730675,1820450.0,75.0
GBank,Las Vegas,NV,914,LOS ANGELES DISTRICT OFFICE,1,3640000,2730000,3640000.0,75.0
"JPMorgan Chase Bank, National Association",Columbus,OH,101,MASSACHUSETTS DISTRICT OFFICE,15,3637800,2135475,242520.0,58.7
First Bank of the Lake,Osage Beach,MO,669,ARKANSAS DISTRICT OFFICE,4,3637400,2728050,909350.0,75.0
"TD Bank, National Association",Wilmington,DE,248,SYRACUSE DISTRICT OFFICE,32,3632400,2203200,113512.5,60.65
"PNC Bank, National Association",Wilmington,DE,610,DALLAS / FT WORTH DISTRICT OFFICE,24,3627000,2382750,151125.0,65.69
Banc of California,Los Angeles,CA,593,COLUMBUS DISTRICT OFFICE,1,3626000,2719500,3626000.0,75.0
CDC Small Business Finance Corporation,San Diego,CA,988,ARIZONA DISTRICT OFFICE,17,3624400,2780240,213200.0,76.71
First Security Bank,Byron,MN,508,MINNESOTA DISTRICT OFFICE,2,3623700,2717775,1811850.0,75.0
First Internet Bank of Indiana,Fishers,IN,709,KANSAS CITY DISTRICT OFFICE,4,3622000,2664250,905500.0,73.56
"Lendistry SBLC, LLC",Los Angeles,CA,460,NORTH CAROLINA DISTRICT OFFICE,18,3620700,2922695,201150.0,80.72
Southwestern National Bank,Houston,TX,709,KANSAS CITY DISTRICT OFFICE,1,3610000,2707500,3610000.0,75.0
First IC Bank,Doraville,GA,508,MINNESOTA DISTRICT OFFICE,3,3610000,2707500,1203333.33,75.0
Dogwood State Bank,Raleigh,NC,920,SANTA ANA DISTRICT OFFICE,3,3609800,2682350,1203266.67,74.31
First Commonwealth Bank,Indiana,PA,296,BUFFALO DISTRICT OFFICE,1,3608000,2706000,3608000.0,75.0
The Park National Bank,Newark,OH,405,GEORGIA DISTRICT OFFICE,2,3603500,2577625,1801750.0,71.53
Cornhusker Bank,Lincoln,NE,766,NEBRASKA DISTRICT OFFICE,9,3601800,2288600,400200.0,63.54
"Amerant Bank, National Association",Coral Gables,FL,681,SAN ANTONIO DISTRICT OFFICE,1,3600000,2700000,3600000.0,75.0
"SouthState Bank, National Association",Winter Haven,FL,681,SAN ANTONIO DISTRICT OFFICE,15,3594000,2777400,239600.0,77.28
"UMB Bank, National Association",Kansas City,MO,811,COLORADO DISTRICT OFFICE,12,3594000,2457988,299500.0,68.39
Flushing Bank,Uniondale,NY,299,NEW JERSEY DISTRICT OFFICE,3,3592000,2650250,1197333.33,73.78
Manufacturers and Traders Trust Company,Buffalo,NY,189,NEW HAMPSHIRE DISTRICT OFFICE,35,3587200,2283250,102491.43,63.65
"Readycap Lending, LLC",Berkeley Heights,NJ,457,KENTUCKY DISTRICT OFFICE,23,3585400,2676850,155886.96,74.66
"Flagship Enterprise Center, Inc. (dba Bankable)",Anderson,IN,562,INDIANA DISTRICT OFFICE,21,3573000,2826050,170142.86,79.09
"Wells Fargo Bank, National Association",Sioux Falls,SD,101,MASSACHUSETTS DISTRICT OFFICE,2,3571200,2678400,1785600.0,75.0
"Wheaton Bank & Trust Company, National Association",Wheaton,IL,507,ILLINOIS DISTRICT OFFICE,9,3567500,2429375,396388.89,68.1
Northeast Bank,Lewiston,ME,944,NEVADA DISTRICT OFFICE,37,3565100,2855335,96354.05,80.09
"United Midwest Savings Bank, National Association",De Graff,OH,1086,PORTLAND DISTRICT OFFICE,11,3562000,2761500,323818.18,77.53
United Bank of Iowa,Ida Grove,IA,761,DES MOINES DISTRICT OFFICE,8,3561000,2699850,445125.0,75.82
Banner Bank,Walla Walla,WA,914,LOS ANGELES DISTRICT OFFICE,5,3560000,2395000,712000.0,67.28
St. Mary's CU,Marlborough,MA,101,MASSACHUSETTS DISTRICT OFFICE,46,3553100,2311925,77241.3,65.07
First Horizon Bank,Memphis,TN,455,SOUTH FLORIDA DISTRICT OFFICE,3,3553000,2664750,1184333.33,75.0
Ameris Bank,Atlanta,GA,491,NORTH FLORIDA DISTRICT OFFICE,3,3552600,2664450,1184200.0,75.0
Pinnacle Bank,Nashville,TN,405,GEORGIA DISTRICT OFFICE,8,3551000,2557000,443875.0,72.01
CASE CU,Lansing,MI,515,MICHIGAN DISTRICT OFFICE,9,3550000,2012500,394444.44,56.69
Mountain America FCU,Sandy,UT,885,MONTANA DISTRICT OFFICE,3,3548100,2636075,1182700.0,74.3
Byline Bank,Chicago,IL,761,DES MOINES DISTRICT OFFICE,4,3547000,2610250,886750.0,73.59
First Bank of the Lake,Osage Beach,MO,101,MASSACHUSETTS DISTRICT OFFICE,12,3545500,2740285,295458.33,77.29
United Community Bank,Greenville,SC,464,SOUTH CAROLINA DISTRICT OFFICE,4,3545000,2608750,886250.0,73.59
Peoples Bank & Trust,Pana,IL,507,ILLINOIS DISTRICT OFFICE,13,3525800,2698290,271215.38,76.53
First Bank of the Lake,Osage Beach,MO,1013,SEATTLE DISTRICT OFFICE,12,3523600,2707700,293633.33,76.84
Citizens Bank,Elizabethton,TN,1013,SEATTLE DISTRICT OFFICE,5,3515000,2636250,703000.0,75.0
"VelocitySBA, LLC",Costa Mesa,CA,682,NEW MEXICO DISTRICT OFFICE,1,3515000,2636250,3515000.0,75.0
HomeTrust Bank,Asheville,NC,914,LOS ANGELES DISTRICT OFFICE,1,3508000,2631000,3508000.0,75.0
Commonwealth Business Bank,Los Angeles,CA,681,SAN ANTONIO DISTRICT OFFICE,2,3505000,2628750,1752500.0,75.0
Regions Bank,Birmingham,AL,491,NORTH FLORIDA DISTRICT OFFICE,8,3504000,2598000,438000.0,74.14
"U.S. Bank, National Association",Cincinnati,OH,189,NEW HAMPSHIRE DISTRICT OFFICE,1,3503900,2627925,3503900.0,75.0
Small Business Bank,Lenexa,KS,709,KANSAS CITY DISTRICT OFFICE,14,3501900,2672775,250135.71,76.32
Northeast Bank,Lewiston,ME,679,LOUISIANA DISTRICT OFFICE,41,3500600,2878250,85380.49,82.22
1st Financial Bank USA,Dakota Dunes,SD,562,INDIANA DISTRICT OFFICE,2,3500000,2625000,1750000.0,75.0
Flushing Bank,Uniondale,NY,202,NEW YORK DISTRICT OFFICE,1,3500000,2275000,3500000.0,65.0
Mission Valley Bank,Sun Valley,CA,931,SACRAMENTO DISTRICT OFFICE,5,3497700,2623275,699540.0,75.0
"Lendistry SBLC, LLC",Los Angeles,CA,1013,SEATTLE DISTRICT OFFICE,16,3497600,2749420,218600.0,78.61
"Associated Bank, National Association",Green Bay,WI,508,MINNESOTA DISTRICT OFFICE,5,3497000,2572750,699400.0,73.57
Citizens Bank,Elizabethton,TN,920,SANTA ANA DISTRICT OFFICE,7,3495100,2621325,499300.0,75.0
Centennial Bank,Conway,AR,491,NORTH FLORIDA DISTRICT OFFICE,3,3492000,2624000,1164000.0,75.14
Mission Valley Bank,Sun Valley,CA,303,PHILADELPHIA DISTRICT OFFICE,1,3491300,2618475,3491300.0,75.0
Stone Bank,Mountain View,AR,768,ST. LOUIS DISTRICT OFFICE,1,3490000,2617500,3490000.0,75.0
"Southern AgCredit, FLCA",Hattiesburg,MS,470,MISSISSIPPI DISTRICT OFFICE,2,3484500,2613375,1742250.0,75.0
"PNC Bank, National Association",Wilmington,DE,671,HOUSTON DISTRICT OFFICE,16,3482700,2475775,217668.75,71.09
Meridian Bank,Malvern,PA,353,WASHINGTON DISTRICT OFFICE,2,3482000,2611500,1741000.0,75.0
"Readycap Lending, LLC",Berkeley Heights,NJ,682,NEW MEXICO DISTRICT OFFICE,17,3480300,2688255,204723.53,77.24
First Savings Bank,Jeffersonville,IN,678,LUBBOCK DISTRICT OFFICE,3,3478100,2608575,1159366.67,75.0
Premier Bank,Youngstown,OH,549,CLEVELAND DISTRICT OFFICE,16,3472500,2147875,217031.25,61.85
Hanover Community Bank,Mineola,NY,464,SOUTH CAROLINA DISTRICT OFFICE,2,3472000,2604000,1736000.0,75.0
First Financial Bank,El Dorado,AR,459,ALABAMA DISTRICT OFFICE,6,3470000,2606500,578333.33,75.12
FWBank,Chicago,IL,610,DALLAS / FT WORTH DISTRICT OFFICE,3,3461000,2595750,1153666.67,75.0
1st Financial Bank USA,Dakota Dunes,SD,455,SOUTH FLORIDA DISTRICT OFFICE,3,3460000,2595000,1153333.33,75.0
Western State Bank,Devils Lake,ND,1013,SEATTLE DISTRICT OFFICE,1,3454000,2590500,3454000.0,75.0
"Planters Bank, Inc.",Hopkinsville,KY,474,TENNESSEE DISTRICT OFFICE,1,3450000,2587500,3450000.0,75.0
"Harvest Small Business Finance, LLC",Laguna Hills,CA,303,PHILADELPHIA DISTRICT OFFICE,3,3448700,2586525,1149566.67,75.0
Exchange Bank,Milledgeville,GA,405,GEORGIA DISTRICT OFFICE,2,3438600,2449406,1719300.0,71.23
"Centerstone SBA Lending, Inc.",Los Angeles,CA,914,LOS ANGELES DISTRICT OFFICE,4,3434000,2590500,858500.0,75.44
"VelocitySBA, LLC",Costa Mesa,CA,373,BALTIMORE DISTRICT OFFICE,2,3433000,2574750,1716500.0,75.0
"U.S. Bank, National Association",Cincinnati,OH,875,NORTH DAKOTA DISTRICT OFFICE,11,3431000,2481000,311909.09,72.31
Bank Five Nine,Oconomowoc,WI,988,ARIZONA DISTRICT OFFICE,3,3431000,2573250,1143666.67,75.0
HomeTrust Bank,Asheville,NC,507,ILLINOIS DISTRICT OFFICE,3,3421000,2565750,1140333.33,75.0
Buckeye State Bank,Powell,OH,593,COLUMBUS DISTRICT OFFICE,11,3413500,2401425,310318.18,70.35
Unity Bank,Clinton,NJ,303,PHILADELPHIA DISTRICT OFFICE,2,3413000,2559750,1706500.0,75.0
IncredibleBank,Wausau,WI,671,HOUSTON DISTRICT OFFICE,2,3410000,682000,1705000.0,20.0
Southern Bank,Poplar Bluff,MO,709,KANSAS CITY DISTRICT OFFICE,11,3403000,2481080,309363.64,72.91
"PNC Bank, National Association",Wilmington,DE,303,PHILADELPHIA DISTRICT OFFICE,35,3402400,2250925,97211.43,66.16
MidFirst Bank,Oklahoma City,OK,681,SAN ANTONIO DISTRICT OFFICE,1,3400000,2550000,3400000.0,75.0
Exos Small Business Lending LLC,New York,NY,1086,PORTLAND DISTRICT OFFICE,1,3400000,2550000,3400000.0,75.0
"TransPecos Banks, SSB.",Pecos,TX,491,NORTH FLORIDA DISTRICT OFFICE,2,3400000,2550000,1700000.0,75.0
Celtic Bank Corporation,Salt Lake City,UT,252,PUERTO RICO AND USVI DISTRICT OFFICE,2,3393900,2560425,1696950.0,75.44
"Lake Forest Bank & Trust Company, National Association",Lake Forest,IL,679,LOUISIANA DISTRICT OFFICE,1,3385000,2538750,3385000.0,75.0
"Wells Fargo Bank, National Association",Sioux Falls,SD,353,WASHINGTON DISTRICT OFFICE,33,3382300,2386975,102493.94,70.57
The Fidelity Bank,Fuquay Varina,NC,507,ILLINOIS DISTRICT OFFICE,2,3380000,2510000,1690000.0,74.26
First Bank of the Lake,Osage Beach,MO,353,WASHINGTON DISTRICT OFFICE,12,3379900,2579975,281658.33,76.33
Dream First Bank National Association,Syracuse,KS,767,WICHITA DISTRICT OFFICE,10,3377800,2581850,337780.0,76.44
Bank Five Nine,Oconomowoc,WI,460,NORTH CAROLINA DISTRICT OFFICE,6,3375000,2531250,562500.0,75.0
First Internet Bank of Indiana,Fishers,IN,768,ST. LOUIS DISTRICT OFFICE,3,3372000,2479000,1124000.0,73.52
Northeast Bank,Lewiston,ME,562,INDIANA DISTRICT OFFICE,38,3370300,2762575,88692.11,81.97
"JPMorgan Chase Bank, National Association",Columbus,OH,549,CLEVELAND DISTRICT OFFICE,19,3367700,1683850,177247.37,50.0
First National Bank of Coffee County,Douglas,GA,491,NORTH FLORIDA DISTRICT OFFICE,3,3365000,2486250,1121666.67,73.89
Enterprise Bank & Trust,Clayton,MO,459,ALABAMA DISTRICT OFFICE,3,3363100,2522325,1121033.33,75.0
"AMPAC Tri-State CDC, Inc.",Ontario,CA,914,LOS ANGELES DISTRICT OFFICE,12,3363100,2522325,280258.33,75.0
First Chatham Bank,Savannah,GA,460,NORTH CAROLINA DISTRICT OFFICE,4,3351000,2513250,837750.0,75.0
Stone Bank,Mountain View,AR,610,DALLAS / FT WORTH DISTRICT OFFICE,2,3350000,2512500,1675000.0,75.0
CIBC Bank USA,Chicago,IL,988,ARIZONA DISTRICT OFFICE,4,3349000,2374250,837250.0,70.89
Mission Bank,Bakersfield,CA,988,ARIZONA DISTRICT OFFICE,1,3348700,2511525,3348700.0,75.0
First Foundation Bank,Irvine,CA,931,SACRAMENTO DISTRICT OFFICE,1,3340700,2505525,3340700.0,75.0
Numerica CU,Spokane Valley,WA,1013,SEATTLE DISTRICT OFFICE,9,3340500,2451275,371166.67,73.38
Cadence Bank,Tupelo,MS,353,WASHINGTON DISTRICT OFFICE,11,3335000,2524750,303181.82,75.7
American Momentum Bank,College Station,TX,988,ARIZONA DISTRICT OFFICE,5,3330600,2497950,666120.0,75.0
Grasshopper Bank National Association,New York,NY,562,INDIANA DISTRICT OFFICE,2,3328000,2496000,1664000.0,75.0
"Heritage Bank, Inc.",Burlington,KY,455,SOUTH FLORIDA DISTRICT OFFICE,20,3328000,2771600,166400.0,83.28
Veritex Community Bank,Dallas,TX,951,HAWAII DISTRICT OFFICE,2,3326400,2469800,1663200.0,74.25
Banner Bank,Walla Walla,WA,1087,BOISE DISTRICT OFFICE,14,3326100,2113050,237578.57,63.53
Truist Bank,Charlotte,NC,405,GEORGIA DISTRICT OFFICE,7,3324300,2455725,474900.0,73.87
"AMPAC Tri-State CDC, Inc.",Ontario,CA,920,SANTA ANA DISTRICT OFFICE,14,3322800,2507100,237342.86,75.45
The Huntington National Bank,Columbus,OH,341,DELAWARE DISTRICT OFFICE,8,3320500,2427875,415062.5,73.12
Old National Bank,Evansville,IN,202,NEW YORK DISTRICT OFFICE,2,3319500,2489625,1659750.0,75.0
Celtic Bank Corporation,Salt Lake City,UT,549,CLEVELAND DISTRICT OFFICE,11,3318300,2589425,301663.64,78.03
First-Citizens Bank & Trust Company,Raleigh,NC,491,NORTH FLORIDA DISTRICT OFFICE,3,3314000,2393500,1104666.67,72.22
CrossFirst Bank,Leawood,KS,709,KANSAS CITY DISTRICT OFFICE,2,3311000,2483250,1655500.0,75.0
22nd State Bank,Louisville,AL,459,ALABAMA DISTRICT OFFICE,2,3307500,2491775,1653750.0,75.34
First National Bank of Pennsylvania,Greenville,PA,202,NEW YORK DISTRICT OFFICE,2,3307300,2480475,1653650.0,75.0
First Chatham Bank,Savannah,GA,101,MASSACHUSETTS DISTRICT OFFICE,2,3307000,2913450,1653500.0,88.1
"First Western SBLC, Inc",Dallas,TX,875,NORTH DAKOTA DISTRICT OFFICE,3,3306000,2479500,1102000.0,75.0
Everwise Credit Union,South Bend,IN,507,ILLINOIS DISTRICT OFFICE,1,3305000,2478750,3305000.0,75.0
HomeTrust Bank,Asheville,NC,680,OKLAHOMA DISTRICT OFFICE,1,3300000,2475000,3300000.0,75.0
"Bank of America, National Association",Charlotte,NC,172,MAINE DISTRICT OFFICE,2,3300000,2425000,1650000.0,73.48
Woori America Bank,New York,NY,202,NEW YORK DISTRICT OFFICE,9,3298000,2398500,366444.44,72.73
"UMB Bank, National Association",Kansas City,MO,610,DALLAS / FT WORTH DISTRICT OFFICE,4,3297500,2423125,824375.0,73.48
"Bank of America, National Association",Charlotte,NC,1086,PORTLAND DISTRICT OFFICE,8,3291000,1969500,411375.0,59.85
Regions Bank,Birmingham,AL,669,ARKANSAS DISTRICT OFFICE,4,3290800,2405600,822700.0,73.1
Northeast Bank,Lewiston,ME,373,BALTIMORE DISTRICT OFFICE,31,3287300,2671185,106041.94,81.26
Byline Bank,Chicago,IL,1087,BOISE DISTRICT OFFICE,2,3287000,2439080,1643500.0,74.2
The First Bank,Hattiesburg,MS,491,NORTH FLORIDA DISTRICT OFFICE,3,3282900,2462175,1094300.0,75.0
Oostburg State Bank,Oostburg,WI,563,WISCONSIN DISTRICT OFFICE,9,3279000,2425500,364333.33,73.97
Celtic Bank Corporation,Salt Lake City,UT,457,KENTUCKY DISTRICT OFFICE,5,3278000,2493600,655600.0,76.07
First Bank of the Lake,Osage Beach,MO,156,CONNECTICUT DISTRICT OFFICE,10,3275400,2495300,327540.0,76.18
"United Midwest Savings Bank, National Association",De Graff,OH,920,SANTA ANA DISTRICT OFFICE,13,3273000,2584750,251769.23,78.97
Exos Small Business Lending LLC,New York,NY,549,CLEVELAND DISTRICT OFFICE,2,3265000,2448750,1632500.0,75.0
Truliant FCU,Winston Salem,NC,610,DALLAS / FT WORTH DISTRICT OFFICE,2,3265000,2448750,1632500.0,75.0
CrossFirst Bank,Leawood,KS,610,DALLAS / FT WORTH DISTRICT OFFICE,2,3265000,2448750,1632500.0,75.0
"United Midwest Savings Bank, National Association",De Graff,OH,549,CLEVELAND DISTRICT OFFICE,6,3262000,2461300,543666.67,75.45
Falcon National Bank,Foley,MN,680,OKLAHOMA DISTRICT OFFICE,4,3260800,2370600,815200.0,72.7
Colony Bank,Fitzgerald,GA,811,COLORADO DISTRICT OFFICE,13,3259000,2584250,250692.31,79.3
United Community Bank,Greenville,SC,1087,BOISE DISTRICT OFFICE,2,3255000,2403750,1627500.0,73.85
Everwise Credit Union,South Bend,IN,341,DELAWARE DISTRICT OFFICE,1,3250000,2437500,3250000.0,75.0
GBank,Las Vegas,NV,202,NEW YORK DISTRICT OFFICE,1,3250000,2437500,3250000.0,75.0
Live Oak Banking Company,Wilmington,NC,885,MONTANA DISTRICT OFFICE,2,3250000,2444500,1625000.0,75.22
"VelocitySBA, LLC",Costa Mesa,CA,405,GEORGIA DISTRICT OFFICE,4,3250000,2437500,812500.0,75.0
Navigant CU,Smithfield,RI,165,RHODE ISLAND DISTRICT OFFICE,11,3248000,2212250,295272.73,68.11
"SouthState Bank, National Association",Winter Haven,FL,373,BALTIMORE DISTRICT OFFICE,12,3243000,2472250,270250.0,76.23
Truist Bank,Charlotte,NC,549,CLEVELAND DISTRICT OFFICE,3,3242800,2407100,1080933.33,74.23
"TD Bank, National Association",Wilmington,DE,341,DELAWARE DISTRICT OFFICE,43,3241500,1829500,75383.72,56.44
Exos Small Business Lending LLC,New York,NY,920,SANTA ANA DISTRICT OFFICE,2,3240000,2430000,1620000.0,75.0
Truliant FCU,Winston Salem,NC,914,LOS ANGELES DISTRICT OFFICE,3,3235000,2426250,1078333.33,75.0
GBank,Las Vegas,NV,709,KANSAS CITY DISTRICT OFFICE,2,3231000,2423250,1615500.0,75.0
First Bank of the Lake,Osage Beach,MO,931,SACRAMENTO DISTRICT OFFICE,11,3225900,2479425,293263.64,76.86
Citizens Bank,Elizabethton,TN,669,ARKANSAS DISTRICT OFFICE,1,3225800,2419350,3225800.0,75.0
First Business Bank,Madison,WI,304,RICHMOND DISTRICT OFFICE,3,3224000,2418000,1074666.67,75.0
Peach State Federal Credit Union,Lawrenceville,GA,405,GEORGIA DISTRICT OFFICE,2,3221000,2415750,1610500.0,75.0
"JPMorgan Chase Bank, National Association",Columbus,OH,156,CONNECTICUT DISTRICT OFFICE,22,3220000,1757500,146363.64,54.58
BMO Bank National Association,Chicago,IL,681,SAN ANTONIO DISTRICT OFFICE,1,3220000,2415000,3220000.0,75.0
Pathward National Association,Sioux Falls,SD,1084,ALASKA DISTRICT OFFICE,4,3212000,2409000,803000.0,75.0
TBA CU,Traverse City,MI,515,MICHIGAN DISTRICT OFFICE,2,3211100,2421335,1605550.0,75.41
Paragon Bank,Memphis,TN,593,COLUMBUS DISTRICT OFFICE,3,3209500,2407125,1069833.33,75.0
Telhio Credit Union Inc,Columbus,OH,455,SOUTH FLORIDA DISTRICT OFFICE,3,3207200,2380400,1069066.67,74.22
GBank,Las Vegas,NV,303,PHILADELPHIA DISTRICT OFFICE,2,3207000,2405250,1603500.0,75.0
Seacoast National Bank,Stuart,FL,491,NORTH FLORIDA DISTRICT OFFICE,5,3200000,2400000,640000.0,75.0
PCB Bank,Los Angeles,CA,680,OKLAHOMA DISTRICT OFFICE,2,3200000,2400000,1600000.0,75.0
Cadence Bank,Tupelo,MS,954,SAN DIEGO DISTRICT OFFICE,11,3200000,2414500,290909.09,75.45
Pathward National Association,Sioux Falls,SD,491,NORTH FLORIDA DISTRICT OFFICE,4,3194000,2364250,798500.0,74.02
Pinnacle Bank,Nashville,TN,303,PHILADELPHIA DISTRICT OFFICE,1,3192000,2394000,3192000.0,75.0
Bristol County Savings Bank,Taunton,MA,101,MASSACHUSETTS DISTRICT OFFICE,36,3189500,1594750,88597.22,50.0
Peoples Bank,Mendenhall,MS,464,SOUTH CAROLINA DISTRICT OFFICE,2,3188000,2401260,1594000.0,75.32
First Internet Bank of Indiana,Fishers,IN,299,NEW JERSEY DISTRICT OFFICE,2,3184000,2818350,1592000.0,88.52
Webster Bank National Association,Waterbury,CT,165,RHODE ISLAND DISTRICT OFFICE,15,3179400,2027800,211960.0,63.78
First Financial Bank,El Dorado,AR,455,SOUTH FLORIDA DISTRICT OFFICE,2,3179000,2384250,1589500.0,75.0
Wallis Bank,Wallis,TX,875,NORTH DAKOTA DISTRICT OFFICE,3,3175000,2381250,1058333.33,75.0
Hanover Community Bank,Mineola,NY,474,TENNESSEE DISTRICT OFFICE,2,3175000,2381250,1587500.0,75.0
"Harvest Small Business Finance, LLC",Laguna Hills,CA,248,SYRACUSE DISTRICT OFFICE,3,3173500,2380125,1057833.33,75.0
Pioneer Bank,Mapleton,MN,508,MINNESOTA DISTRICT OFFICE,2,3170000,2377500,1585000.0,75.0
Meridian Bank,Malvern,PA,101,MASSACHUSETTS DISTRICT OFFICE,1,3170000,2377500,3170000.0,75.0
OptimumBank,Fort Lauderdale,FL,470,MISSISSIPPI DISTRICT OFFICE,1,3167000,2375250,3167000.0,75.0
CFBank National Association,Columbus,OH,593,COLUMBUS DISTRICT OFFICE,2,3165000,2311250,1582500.0,73.03
"Centerstone SBA Lending, Inc.",Los Angeles,CA,563,WISCONSIN DISTRICT OFFICE,2,3164000,2373000,1582000.0,75.0
Customers Bank,Malvern,PA,202,NEW YORK DISTRICT OFFICE,1,3163000,2372250,3163000.0,75.0
"Zions Bank, A Division of",Salt Lake City,UT,610,DALLAS / FT WORTH DISTRICT OFFICE,21,3156700,2526805,150319.05,80.05
Lake Elmo Bank,Lake Elmo,MN,507,ILLINOIS DISTRICT OFFICE,2,3156600,2342450,1578300.0,74.21
Adams Bank & Trust,Ogallala,NE,811,COLORADO DISTRICT OFFICE,4,3153000,2364750,788250.0,75.0
"Newtek Bank, National Association",Miami,FL,761,DES MOINES DISTRICT OFFICE,11,3153000,2411550,286636.36,76.48
Platinum Bank,Oakdale,MN,593,COLUMBUS DISTRICT OFFICE,1,3150000,2362500,3150000.0,75.0
Berkshire Bank,Pittsfield,MA,562,INDIANA DISTRICT OFFICE,1,3147000,2360250,3147000.0,75.0
"Newtek Bank, National Association",Miami,FL,296,BUFFALO DISTRICT OFFICE,12,3144000,2395450,262000.0,76.19
"Grow America Fund, Incorporated",New York,NY,455,SOUTH FLORIDA DISTRICT OFFICE,4,3143000,2372250,785750.0,75.48
Seacoast National Bank,Stuart,FL,766,NEBRASKA DISTRICT OFFICE,1,3143000,2357250,3143000.0,75.0
Stearns Bank National Association,Saint Cloud,MN,515,MICHIGAN DISTRICT OFFICE,1,3140000,2355000,3140000.0,75.0
First National Bank of Coffee County,Douglas,GA,455,SOUTH FLORIDA DISTRICT OFFICE,2,3140000,2355000,1570000.0,75.0
"Wells Fargo Bank, National Association",Sioux Falls,SD,248,SYRACUSE DISTRICT OFFICE,4,3139000,2300500,784750.0,73.29
BayFirst National Bank,Saint Petersburg,FL,457,KENTUCKY DISTRICT OFFICE,25,3135700,2642845,125428.0,84.28
Milestone Bank,Salt Lake City,UT,455,SOUTH FLORIDA DISTRICT OFFICE,2,3135000,2351250,1567500.0,75.0
"Lake Forest Bank & Trust Company, National Association",Lake Forest,IL,455,SOUTH FLORIDA DISTRICT OFFICE,2,3132500,2349375,1566250.0,75.0
The Community Bank,Zanesville,OH,593,COLUMBUS DISTRICT OFFICE,21,3130600,2021335,149076.19,64.57
Southwestern National Bank,Houston,TX,912,SAN FRANCISCO DISTRICT OFFICE,2,3130000,2347500,1565000.0,75.0
