lender,lender_city,lender_state,project_state,project_county,approved_loans,approved_dollars,approved_sba_guaranty_dollars,avg_loan_size,guaranty_rate_pct
Northeast Bank,Lewiston,ME,NJ,HUNTERDON,1,50000,42500.0,50000.0,85.0
"Readycap Lending, LLC",Berkeley Heights,NJ,VA,HANOVER,1,50000,42500.0,50000.0,85.0
Manufacturers and Traders Trust Company,Buffalo,NY,MA,BERKSHIRE,1,50000,42500.0,50000.0,85.0
Northeast Bank,Lewiston,ME,GA,CLARKE,1,50000,42500.0,50000.0,85.0
Northeast Bank,Lewiston,ME,TX,LIBERTY,1,50000,42500.0,50000.0,85.0
"Readycap Lending, LLC",Berkeley Heights,NJ,AR,OUACHITA,1,50000,42500.0,50000.0,85.0
"Readycap Lending, LLC",Berkeley Heights,NJ,MO,MILLER,1,50000,42500.0,50000.0,85.0
"Readycap Lending, LLC",Berkeley Heights,NJ,WA,FRANKLIN,1,50000,42500.0,50000.0,85.0
Northeast Bank,Lewiston,ME,WY,LARAMIE,1,50000,42500.0,50000.0,85.0
"Readycap Lending, LLC",Berkeley Heights,NJ,MT,PONDERA,1,50000,42500.0,50000.0,85.0
Economic Development Bank for Puerto Rico,N Juan                      Pr,0,PR,BARRANQUITAS,1,50000,42500.0,50000.0,85.0
"JPMorgan Chase Bank, National Association",Columbus,OH,NJ,WARREN,2,50000,25000.0,25000.0,50.0
Northeast Bank,Lewiston,ME,NJ,CUMBERLAND,1,50000,42500.0,50000.0,85.0
"Readycap Lending, LLC",Berkeley Heights,NJ,DE,SUSSEX,1,50000,42500.0,50000.0,85.0
BayFirst National Bank,Saint Petersburg,FL,KY,BOONE,1,50000,42500.0,50000.0,85.0
"Community Banks of Colorado, A Division of",Greenwood Village,CO,WY,LINCOLN,1,50000,25000.0,50000.0,50.0
First Merchants Bank,Indianapolis,IN,IN,HUNTINGTON,1,50000,25000.0,50000.0,50.0
Horizon Bank,Michigan City,IN,IN,ST JOSEPH,1,50000,25000.0,50000.0,50.0
Merrimack Valley CU,Lawrence,MA,MA,WORCESTER,1,50000,25000.0,50000.0,50.0
Northeast Bank,Lewiston,ME,MI,BARRY,1,50000,42500.0,50000.0,85.0
"PNC Bank, National Association",Wilmington,DE,PA,SULLIVAN,1,50000,25000.0,50000.0,50.0
"Readycap Lending, LLC",Berkeley Heights,NJ,IL,KENDALL,1,50000,42500.0,50000.0,85.0
"Readycap Lending, LLC",Berkeley Heights,NJ,TN,SEVIER,1,50000,42500.0,50000.0,85.0
"Readycap Lending, LLC",Berkeley Heights,NJ,VA,STAFFORD,1,50000,42500.0,50000.0,85.0
East West Bank,Pasadena,CA,NY,NEW YORK,1,50000,25000.0,50000.0,50.0
KeyBank National Association,Cleveland,OH,NC,WAKE,1,50000,25000.0,50000.0,50.0
Northeast Bank,Lewiston,ME,TX,WARD,1,50000,42500.0,50000.0,85.0
Northeast Bank,Lewiston,ME,VA,CAROLINE,1,50000,42500.0,50000.0,85.0
"Readycap Lending, LLC",Berkeley Heights,NJ,GA,ROCKDALE,1,50000,42500.0,50000.0,85.0
Centennial Bank,Conway,AR,FL,ORANGE,1,50000,42500.0,50000.0,85.0
"Newtek Bank, National Association",Miami,FL,OH,COLUMBIANA,1,50000,25000.0,50000.0,50.0
"Readycap Lending, LLC",Berkeley Heights,NJ,WI,WAUSHARA,1,50000,42500.0,50000.0,85.0
"U.S. Bank, National Association",Cincinnati,OH,OH,DARKE,1,50000,25000.0,50000.0,50.0
"U.S. Bank, National Association",Cincinnati,OH,WI,COLUMBIA,1,50000,25000.0,50000.0,50.0
"Wells Fargo Bank, National Association",Sioux Falls,SD,WI,MILWAUKEE,3,50000,25000.0,16666.67,50.0
Northeast Bank,Lewiston,ME,AL,BALDWIN,1,50000,42500.0,50000.0,85.0
Northeast Bank,Lewiston,ME,CA,MENDOCINO,1,50000,42500.0,50000.0,85.0
"Readycap Lending, LLC",Berkeley Heights,NJ,CO,BROOMFIELD,1,50000,42500.0,50000.0,85.0
Manufacturers and Traders Trust Company,Buffalo,NY,NH,COOS,1,50000,25000.0,50000.0,50.0
"PNC Bank, National Association",Wilmington,DE,NC,RICHMOND,1,50000,25000.0,50000.0,50.0
"PNC Bank, National Association",Wilmington,DE,CA,SAN JOAQUIN,1,50000,25000.0,50000.0,50.0
"South Central Bank, Inc.",Glasgow,KY,KY,JEFFERSON,1,50000,25000.0,50000.0,50.0
First Merchants Bank,Indianapolis,IN,MI,KENT,1,50000,25000.0,50000.0,50.0
"Readycap Lending, LLC",Berkeley Heights,NJ,IL,EFFINGHAM,1,50000,42500.0,50000.0,85.0
"Readycap Lending, LLC",Berkeley Heights,NJ,SC,UNION,1,50000,42500.0,50000.0,85.0
Stearns Bank National Association,Saint Cloud,MN,NY,ALLEGANY,1,50000,42500.0,50000.0,85.0
German American Bank,Jasper,IN,KY,GALLATIN,1,50000,25000.0,50000.0,50.0
Northeast Bank,Lewiston,ME,MI,MUSKEGON,1,50000,42500.0,50000.0,85.0
Northeast Bank,Lewiston,ME,MN,WASHINGTON,1,50000,42500.0,50000.0,85.0
"PNC Bank, National Association",Wilmington,DE,IN,MONTGOMERY,1,50000,25000.0,50000.0,50.0
"PNC Bank, National Association",Wilmington,DE,PA,BUTLER,2,50000,25000.0,25000.0,50.0
"Readycap Lending, LLC",Berkeley Heights,NJ,VT,CHITTENDEN,1,50000,42500.0,50000.0,85.0
Stearns Bank National Association,Saint Cloud,MN,NY,SUFFOLK,1,50000,42500.0,50000.0,85.0
Umpqua Bank,Roseburg,OR,WA,ISLAND,2,50000,25000.0,25000.0,50.0
Bankwell Bank,New Canaan,CT,CT,NEW HAVEN,1,50000,42500.0,50000.0,85.0
First Command Bank,Fort Worth,TX,FL,LEE,1,50000,42500.0,50000.0,85.0
"Readycap Lending, LLC",Berkeley Heights,NJ,CA,AMADOR,1,50000,42500.0,50000.0,85.0
"Readycap Lending, LLC",Berkeley Heights,NJ,IA,MITCHELL,1,50000,42500.0,50000.0,85.0
"Newtek Bank, National Association",Miami,FL,MS,LOWNDES,1,50000,25000.0,50000.0,50.0
Liberty Bank,Middletown,CT,CT,NEW HAVEN,1,50000,25000.0,50000.0,50.0
Premier Bank,Youngstown,OH,OH,MEDINA,1,50000,25000.0,50000.0,50.0
PriorityOne Bank,Magee,MS,MS,JEFFERSON DAVIS,1,50000,42500.0,50000.0,85.0
"Readycap Lending, LLC",Berkeley Heights,NJ,NE,WASHINGTON,1,50000,42500.0,50000.0,85.0
Liberty Bank and Trust Company,New Orleans,LA,IL,COOK,1,50000,25000.0,50000.0,50.0
Mountain America FCU,Sandy,UT,ID,BOISE,1,50000,25000.0,50000.0,50.0
Northeast Bank,Lewiston,ME,PA,LYCOMING,1,50000,42500.0,50000.0,85.0
"Readycap Lending, LLC",Berkeley Heights,NJ,CO,DOLORES,1,50000,42500.0,50000.0,85.0
BayFirst National Bank,Saint Petersburg,FL,NV,CARSON CITY,1,50000,42500.0,50000.0,85.0
"U.S. Bank, National Association",Cincinnati,OH,AR,CLARK,2,50000,25000.0,25000.0,50.0
Manufacturers and Traders Trust Company,Buffalo,NY,PA,ALLEGHENY,1,50000,42500.0,50000.0,85.0
Northeast Bank,Lewiston,ME,TN,CANNON,1,50000,42500.0,50000.0,85.0
"Readycap Lending, LLC",Berkeley Heights,NJ,PA,WAYNE,1,50000,42500.0,50000.0,85.0
The Huntington National Bank,Columbus,OH,WV,WAYNE,1,50000,25000.0,50000.0,50.0
Hancock Whitney Bank,Gulfport,MS,FL,SANTA ROSA,1,50000,25000.0,50000.0,50.0
"Readycap Lending, LLC",Berkeley Heights,NJ,LA,ACADIA,1,50000,42500.0,50000.0,85.0
"Readycap Lending, LLC",Berkeley Heights,NJ,VA,WARREN,1,50000,42500.0,50000.0,85.0
Cadence Bank,Tupelo,MS,WI,PORTAGE,1,50000,42500.0,50000.0,85.0
Peoples Bank,Mendenhall,MS,IN,TIPTON,1,50000,42500.0,50000.0,85.0
"Readycap Lending, LLC",Berkeley Heights,NJ,TX,ARANSAS,1,50000,42500.0,50000.0,85.0
Northeast Bank,Lewiston,ME,IN,LAWRENCE,1,50000,42500.0,50000.0,85.0
Northeast Bank,Lewiston,ME,NM,SANDOVAL,1,50000,42500.0,50000.0,85.0
Northeast Bank,Lewiston,ME,PA,CAMERON,1,50000,42500.0,50000.0,85.0
First Command Bank,Fort Worth,TX,MT,YELLOWSTONE,1,50000,25000.0,50000.0,50.0
Glens Falls National Bank and Trust Company,Glens Falls,NY,NY,CLINTON,1,50000,25000.0,50000.0,50.0
Northeast Bank,Lewiston,ME,OH,CARROLL,1,50000,42500.0,50000.0,85.0
"PNC Bank, National Association",Wilmington,DE,MO,SAINT CHARLES,1,50000,25000.0,50000.0,50.0
"U.S. Bank, National Association",Cincinnati,OH,KY,MCCRACKEN,1,50000,25000.0,50000.0,50.0
The Huntington National Bank,Columbus,OH,IN,CLAY,1,50000,25000.0,50000.0,50.0
Cadence Bank,Tupelo,MS,MO,SAINT CHARLES,1,50000,42500.0,50000.0,85.0
D. L. Evans Bank,Burley,ID,ID,CASSIA,1,50000,25000.0,50000.0,50.0
Northeast Bank,Lewiston,ME,IA,BLACK HAWK,1,50000,42500.0,50000.0,85.0
"Readycap Lending, LLC",Berkeley Heights,NJ,MS,JACKSON,1,50000,42500.0,50000.0,85.0
"TD Bank, National Association",Wilmington,DE,MD,SAINT MARYS,1,50000,25000.0,50000.0,50.0
"TD Bank, National Association",Wilmington,DE,NC,SWAIN,1,50000,25000.0,50000.0,50.0
"JPMorgan Chase Bank, National Association",Columbus,OH,IN,CLARK,1,50000,25000.0,50000.0,50.0
Northeast Bank,Lewiston,ME,UT,DAVIS,1,50000,42500.0,50000.0,85.0
RiverBank,Spokane,WA,WA,LINCOLN,1,50000,25000.0,50000.0,50.0
Stearns Bank National Association,Saint Cloud,MN,WA,WHITMAN,1,50000,25000.0,50000.0,50.0
Cadence Bank,Tupelo,MS,WY,NATRONA,1,50000,42500.0,50000.0,85.0
Northeast Bank,Lewiston,ME,TN,FENTRESS,1,50000,42500.0,50000.0,85.0
"PNC Bank, National Association",Wilmington,DE,TX,GUADALUPE,1,50000,25000.0,50000.0,50.0
Northeast Bank,Lewiston,ME,IL,WHITE,1,50000,42500.0,50000.0,85.0
"PNC Bank, National Association",Wilmington,DE,TX,WEBB,1,50000,25000.0,50000.0,50.0
Peoples Bank,Mendenhall,MS,IN,HOWARD,1,50000,42500.0,50000.0,85.0
"Newtek Bank, National Association",Miami,FL,WV,MONONGALIA,1,50000,25000.0,50000.0,50.0
Northeast Bank,Lewiston,ME,NV,CHURCHILL,1,50000,42500.0,50000.0,85.0
Northeast Bank,Lewiston,ME,OH,CLARK,1,50000,42500.0,50000.0,85.0
Northeast Bank,Lewiston,ME,WA,KITTITAS,1,50000,42500.0,50000.0,85.0
"Readycap Lending, LLC",Berkeley Heights,NJ,WI,WINNEBAGO,1,50000,42500.0,50000.0,85.0
"UMB Bank, National Association",Kansas City,MO,SD,PINE RIDGE,1,50000,25000.0,50000.0,50.0
"Readycap Lending, LLC",Berkeley Heights,NJ,FL,FLAGLER,1,50000,42500.0,50000.0,85.0
"Readycap Lending, LLC",Berkeley Heights,NJ,NC,DAVIDSON,1,50000,42500.0,50000.0,85.0
"UMB Bank, National Association",Kansas City,MO,CO,WELD,1,50000,25000.0,50000.0,50.0
KeyBank National Association,Cleveland,OH,NY,CAYUGA,1,50000,25000.0,50000.0,50.0
Manufacturers and Traders Trust Company,Buffalo,NY,NC,DURHAM,1,50000,25000.0,50000.0,50.0
Neighborhood National Bank,El Cajon,CA,ID,BANNOCK,1,50000,42500.0,50000.0,85.0
Northeast Bank,Lewiston,ME,FL,NASSAU,1,50000,42500.0,50000.0,85.0
Northeast Bank,Lewiston,ME,MS,LAMAR,1,50000,42500.0,50000.0,85.0
Cy Fair FCU,Houston,TX,TX,HARRIS,1,50000,42500.0,50000.0,85.0
Northeast Bank,Lewiston,ME,MN,WABASHA,1,50000,42500.0,50000.0,85.0
"Zions Bank, A Division of",Salt Lake City,UT,CO,JEFFERSON,1,50000,25000.0,50000.0,50.0
First Children's Finance,Minneapolis,MN,WI,ROCK,1,50000,42500.0,50000.0,85.0
Northwest Bank,Warren,PA,PA,MERCER,1,50000,25000.0,50000.0,50.0
CDC Small Business Finance Corporation,San Diego,CA,CA,FRESNO,1,50000,42500.0,50000.0,85.0
"Readycap Lending, LLC",Berkeley Heights,NJ,CO,DOUGLAS,1,50000,42500.0,50000.0,85.0
Northeast Bank,Lewiston,ME,VA,GLOUCESTER,1,50000,42500.0,50000.0,85.0
"Readycap Lending, LLC",Berkeley Heights,NJ,NY,ONTARIO,1,50000,42500.0,50000.0,85.0
"Readycap Lending, LLC",Berkeley Heights,NJ,TX,ANGELINA,1,50000,42500.0,50000.0,85.0
"Newtek Bank, National Association",Miami,FL,WI,PORTAGE,1,50000,25000.0,50000.0,50.0
"Zions Bank, A Division of",Salt Lake City,UT,UT,GARFIELD,1,50000,25000.0,50000.0,50.0
First Command Bank,Fort Worth,TX,NC,CUMBERLAND,1,50000,37500.0,50000.0,75.0
Northeast Bank,Lewiston,ME,MN,SCOTT,1,50000,42500.0,50000.0,85.0
"Readycap Lending, LLC",Berkeley Heights,NJ,AL,CALHOUN,1,50000,42500.0,50000.0,85.0
"Wells Fargo Bank, National Association",Sioux Falls,SD,VA,HENRICO,3,50000,25000.0,16666.67,50.0
"Readycap Lending, LLC",Berkeley Heights,NJ,KS,DOUGLAS,1,50000,42500.0,50000.0,85.0
"Citibank, N.A.",Sioux Falls,SD,CA,ALAMEDA,1,50000,25000.0,50000.0,50.0
Mountain America FCU,Sandy,UT,MT,GALLATIN,1,50000,25000.0,50000.0,50.0
Comerica Bank,Dallas,TX,MI,OTTAWA,1,50000,25000.0,50000.0,50.0
Cyprus Federal Credit Union,West Jordan,UT,UT,DAVIS,1,50000,25000.0,50000.0,50.0
Northeast Bank,Lewiston,ME,NM,TAOS,1,50000,42500.0,50000.0,85.0
The Huntington National Bank,Columbus,OH,WV,RANDOLPH,1,50000,25000.0,50000.0,50.0
Northeast Bank,Lewiston,ME,NY,COLUMBIA,1,50000,42500.0,50000.0,85.0
First Merchants Bank,Indianapolis,IN,IL,COOK,1,50000,25000.0,50000.0,50.0
Idaho Central CU,Chubbuck,ID,ID,CUSTER,1,50000,25000.0,50000.0,50.0
KeyBank National Association,Cleveland,OH,NY,BRONX,1,50000,25000.0,50000.0,50.0
"Readycap Lending, LLC",Berkeley Heights,NJ,TX,ZAPATA,1,50000,42500.0,50000.0,85.0
"PNC Bank, National Association",Wilmington,DE,FL,SANTA ROSA,1,50000,25000.0,50000.0,50.0
BankGloucester,Gloucester,MA,MA,ESSEX,1,50000,25000.0,50000.0,50.0
Stearns Bank National Association,Saint Cloud,MN,FL,OSCEOLA,1,50000,42500.0,50000.0,85.0
KeyBank National Association,Cleveland,OH,ID,CANYON,1,50000,25000.0,50000.0,50.0
"Newtek Bank, National Association",Miami,FL,GA,COLQUITT,1,50000,25000.0,50000.0,50.0
Northeast Bank,Lewiston,ME,IL,LAWRENCE,1,50000,42500.0,50000.0,85.0
Northeast Bank,Lewiston,ME,KS,WYANDOTTE,1,50000,42500.0,50000.0,85.0
"Readycap Lending, LLC",Berkeley Heights,NJ,AL,HOUSTON,1,50000,42500.0,50000.0,85.0
"Readycap Lending, LLC",Berkeley Heights,NJ,IN,ORANGE,1,50000,42500.0,50000.0,85.0
"Readycap Lending, LLC",Berkeley Heights,NJ,MO,SULLIVAN,1,50000,42500.0,50000.0,85.0
"Readycap Lending, LLC",Berkeley Heights,NJ,WI,WASHINGTON,1,50000,42500.0,50000.0,85.0
Manufacturers and Traders Trust Company,Buffalo,NY,CT,NEW LONDON,2,50000,25000.0,25000.0,50.0
Northeast Bank,Lewiston,ME,TX,HOOD,1,50000,42500.0,50000.0,85.0
"Readycap Lending, LLC",Berkeley Heights,NJ,TN,RUTHERFORD,1,50000,42500.0,50000.0,85.0
"Readycap Lending, LLC",Berkeley Heights,NJ,TX,WICHITA,1,50000,42500.0,50000.0,85.0
Northeast Bank,Lewiston,ME,RI,WASHINGTON,1,50000,42500.0,50000.0,85.0
Northeast Bank,Lewiston,ME,VA,ALEXANDRIA CITY,1,50000,42500.0,50000.0,85.0
"U.S. Bank, National Association",Cincinnati,OH,MN,WRIGHT,1,50000,25000.0,50000.0,50.0
Umpqua Bank,Roseburg,OR,OR,MORROW,1,50000,25000.0,50000.0,50.0
"Readycap Lending, LLC",Berkeley Heights,NJ,MO,SAINT LOUIS CITY,1,50000,42500.0,50000.0,85.0
"Readycap Lending, LLC",Berkeley Heights,NJ,NE,CASS,1,50000,42500.0,50000.0,85.0
"Readycap Lending, LLC",Berkeley Heights,NJ,OH,TRUMBULL,1,50000,42500.0,50000.0,85.0
"Readycap Lending, LLC",Berkeley Heights,NJ,TN,JEFFERSON,1,50000,42500.0,50000.0,85.0
"U.S. Bank, National Association",Cincinnati,OH,VA,VIRGINIA BEACH CITY,1,50000,25000.0,50000.0,50.0
Union Bank,Morrisville,VT,NH,CARROLL,1,50000,25000.0,50000.0,50.0
"Wells Fargo Bank, National Association",Sioux Falls,SD,PA,LUZERNE,1,50000,25000.0,50000.0,50.0
"Newtek Bank, National Association",Miami,FL,LA,BEAUREGARD,1,50000,25000.0,50000.0,50.0
"Readycap Lending, LLC",Berkeley Heights,NJ,NC,PERSON,1,50000,42500.0,50000.0,85.0
"Readycap Lending, LLC",Berkeley Heights,NJ,MN,POLK,1,50000,42500.0,50000.0,85.0
"Readycap Lending, LLC",Berkeley Heights,NJ,TX,BASTROP,1,50000,42500.0,50000.0,85.0
The Bank of Clovis,Clovis,NM,TX,YOUNG,1,50000,25000.0,50000.0,50.0
CDC Small Business Finance Corporation,San Diego,CA,MO,JACKSON,1,50000,42500.0,50000.0,85.0
First National Bank,Fort Pierre,SD,CO,DOUGLAS,1,50000,42500.0,50000.0,85.0
Rayne State Bank & Trust Company,Rayne,LA,LA,LAFAYETTE,1,50000,42500.0,50000.0,85.0
"Readycap Lending, LLC",Berkeley Heights,NJ,WI,BARRON,1,50000,42500.0,50000.0,85.0
"Newtek Bank, National Association",Miami,FL,IL,JOHNSON,1,50000,25000.0,50000.0,50.0
Northeast Bank,Lewiston,ME,GA,MONROE,1,50000,42500.0,50000.0,85.0
Northeast Bank,Lewiston,ME,VT,CHITTENDEN,1,50000,42500.0,50000.0,85.0
"PNC Bank, National Association",Wilmington,DE,KS,SEDGWICK,1,50000,25000.0,50000.0,50.0
"PNC Bank, National Association",Wilmington,DE,OH,WARREN,2,50000,25000.0,25000.0,50.0
"Readycap Lending, LLC",Berkeley Heights,NJ,NY,CAYUGA,1,50000,42500.0,50000.0,85.0
"U.S. Bank, National Association",Cincinnati,OH,LA,TERREBONNE,1,50000,25000.0,50000.0,50.0
East West Bank,Pasadena,CA,IL,DUPAGE,1,50000,25000.0,50000.0,50.0
Northeast Bank,Lewiston,ME,TN,ANDERSON,1,50000,42500.0,50000.0,85.0
Northeast Bank,Lewiston,ME,LA,NATCHITOCHES,1,50000,42500.0,50000.0,85.0
Northeast Bank,Lewiston,ME,WI,SAINT CROIX,1,50000,42500.0,50000.0,85.0
Peoples Bank,Mendenhall,MS,MS,PEARL RIVER,1,50000,42500.0,50000.0,85.0
Northeast Bank,Lewiston,ME,CO,PUEBLO,1,49900,42415.0,49900.0,85.0
"U.S. Bank, National Association",Cincinnati,OH,IN,WAYNE,1,49900,24950.0,49900.0,50.0
Celtic Bank Corporation,Salt Lake City,UT,IL,LEE,1,49800,42330.0,49800.0,85.0
"Lendistry SBLC, LLC",Los Angeles,CA,CA,SANTA CRUZ,1,49700,42245.0,49700.0,85.0
Great Plains National Bank,Elk City,OK,OK,PAYNE,1,49500,37125.0,49500.0,75.0
BayFirst National Bank,Saint Petersburg,FL,TX,LUBBOCK,1,49400,41990.0,49400.0,85.0
Celtic Bank Corporation,Salt Lake City,UT,SC,SPARTANBURG,1,49000,41650.0,49000.0,85.0
"Zions Bank, A Division of",Salt Lake City,UT,AZ,COCONINO,2,49000,24500.0,24500.0,50.0
"TD Bank, National Association",Wilmington,DE,SC,LEXINGTON,2,49000,24500.0,24500.0,50.0
"Bremer Bank, National Association",Saint Paul,MN,MN,OTTER TAIL,1,49000,41650.0,49000.0,85.0
The Cape Cod Five Cents Savings Bank,Hyannis,MA,MA,PLYMOUTH,1,48800,24400.0,48800.0,50.0
"U.S. Bank, National Association",Cincinnati,OH,MO,COOPER,1,48700,24350.0,48700.0,50.0
BayFirst National Bank,Saint Petersburg,FL,NE,PIERCE,1,48700,41395.0,48700.0,85.0
Northeast Bank,Lewiston,ME,NC,MADISON,1,48600,41310.0,48600.0,85.0
"U.S. Bank, National Association",Cincinnati,OH,NY,ERIE,1,48600,24300.0,48600.0,50.0
"U.S. Bank, National Association",Cincinnati,OH,OH,PREBLE,2,48400,24200.0,24200.0,50.0
BayFirst National Bank,Saint Petersburg,FL,OK,CANADIAN,1,48000,40800.0,48000.0,85.0
"Newtek Bank, National Association",Miami,FL,WA,JEFFERSON,1,48000,24000.0,48000.0,50.0
Eastern Bank,Boston,MA,MA,HAMPDEN,1,48000,24000.0,48000.0,50.0
Common Capital Inc.,Springfield,MA,MA,FRANKLIN,1,48000,40800.0,48000.0,85.0
Northeast Bank,Lewiston,ME,MS,WALTHALL,1,47600,40460.0,47600.0,85.0
DreamSpring,Albuquerque,NM,CO,LARIMER,1,47500,40375.0,47500.0,85.0
DreamSpring,Albuquerque,NM,TX,COLLIN,1,47500,40375.0,47500.0,85.0
BayFirst National Bank,Saint Petersburg,FL,GA,EFFINGHAM,1,47000,39950.0,47000.0,85.0
Northeast Bank,Lewiston,ME,NM,DONA ANA,1,47000,39950.0,47000.0,85.0
KeyBank National Association,Cleveland,OH,NY,GREENE,2,46800,23400.0,23400.0,50.0
"U.S. Bank, National Association",Cincinnati,OH,MO,MACON,1,46700,23350.0,46700.0,50.0
"Lendistry SBLC, LLC",Los Angeles,CA,WI,MILWAUKEE,1,46600,39610.0,46600.0,85.0
"U.S. Bank, National Association",Cincinnati,OH,NV,ELKO,2,46500,23250.0,23250.0,50.0
"U.S. Bank, National Association",Cincinnati,OH,KY,BARREN,1,46000,23000.0,46000.0,50.0
BayFirst National Bank,Saint Petersburg,FL,AL,DALE,1,46000,39100.0,46000.0,85.0
"JPMorgan Chase Bank, National Association",Columbus,OH,GA,ROCKDALE,1,46000,23000.0,46000.0,50.0
"U.S. Bank, National Association",Cincinnati,OH,AR,SEBASTIAN,3,46000,23000.0,15333.33,50.0
Northwest Bank,Warren,PA,PA,ELK,2,46000,31250.0,23000.0,67.93
Northeast Bank,Lewiston,ME,CA,CALAVERAS,1,45500,38675.0,45500.0,85.0
KeyBank National Association,Cleveland,OH,OH,CLERMONT,2,45200,22600.0,22600.0,50.0
"Wells Fargo Bank, National Association",Sioux Falls,SD,PA,NORTHAMPTON,2,45000,22500.0,22500.0,50.0
"Wells Fargo Bank, National Association",Sioux Falls,SD,GA,WALTON,3,45000,22500.0,15000.0,50.0
BayFirst National Bank,Saint Petersburg,FL,MI,GOGEBIC,1,45000,38250.0,45000.0,85.0
BayFirst National Bank,Saint Petersburg,FL,CA,NEVADA,1,45000,38250.0,45000.0,85.0
Celtic Bank Corporation,Salt Lake City,UT,NY,OSWEGO,1,45000,38250.0,45000.0,85.0
"Newtek Bank, National Association",Miami,FL,IN,BOONE,1,45000,22500.0,45000.0,50.0
"PNC Bank, National Association",Wilmington,DE,IL,WINNEBAGO,2,45000,22500.0,22500.0,50.0
"PNC Bank, National Association",Wilmington,DE,AZ,PINAL,2,45000,22500.0,22500.0,50.0
"Wells Fargo Bank, National Association",Sioux Falls,SD,TX,BRAZOS,3,45000,22500.0,15000.0,50.0
"TD Bank, National Association",Wilmington,DE,ME,KNOX,2,45000,22500.0,22500.0,50.0
"PNC Bank, National Association",Wilmington,DE,MD,BALTIMORE CITY,2,45000,22500.0,22500.0,50.0
"TD Bank, National Association",Wilmington,DE,SC,ABBEVILLE,1,45000,22500.0,45000.0,50.0
Bank of New Hampshire,Laconia,NH,NH,HILLSBOROUGH,1,45000,22500.0,45000.0,50.0
"Wells Fargo Bank, National Association",Sioux Falls,SD,GA,BIBB,2,45000,22500.0,22500.0,50.0
Celtic Bank Corporation,Salt Lake City,UT,NJ,PASSAIC,1,45000,38250.0,45000.0,85.0
"Wells Fargo Bank, National Association",Sioux Falls,SD,AL,HOUSTON,3,45000,22500.0,15000.0,50.0
"Wells Fargo Bank, National Association",Sioux Falls,SD,GA,CHATHAM,3,45000,22500.0,15000.0,50.0
First Command Bank,Fort Worth,TX,OK,COMANCHE,1,45000,38250.0,45000.0,85.0
"PNC Bank, National Association",Wilmington,DE,PA,LEHIGH,2,45000,22500.0,22500.0,50.0
"Readycap Lending, LLC",Berkeley Heights,NJ,FL,BAY,2,45000,38250.0,22500.0,85.0
KeyBank National Association,Cleveland,OH,OR,DESCHUTES,1,45000,22500.0,45000.0,50.0
"PNC Bank, National Association",Wilmington,DE,NC,DURHAM,2,45000,22500.0,22500.0,50.0
KeyBank National Association,Cleveland,OH,NJ,BURLINGTON,2,45000,22500.0,22500.0,50.0
"Wells Fargo Bank, National Association",Sioux Falls,SD,VA,VIRGINIA BEACH CITY,2,45000,22500.0,22500.0,50.0
Prime Security Bank,Karlstad,MN,MN,SCOTT,1,45000,22500.0,45000.0,50.0
"PNC Bank, National Association",Wilmington,DE,IL,DEKALB,2,45000,22500.0,22500.0,50.0
Western Commerce Bank,Carlsbad,NM,TX,LUBBOCK,1,45000,22500.0,45000.0,50.0
American Bank and Trust,Sioux Falls,SD,SD,MINNEHAHA,1,45000,38250.0,45000.0,85.0
"Wells Fargo Bank, National Association",Sioux Falls,SD,GA,COWETA,3,45000,22500.0,15000.0,50.0
"Wells Fargo Bank, National Association",Sioux Falls,SD,GA,EFFINGHAM,3,45000,22500.0,15000.0,50.0
Umpqua Bank,Roseburg,OR,ID,NEZ PERCE,1,45000,22500.0,45000.0,50.0
Celtic Bank Corporation,Salt Lake City,UT,PA,DAUPHIN,1,45000,38250.0,45000.0,85.0
Northeast Bank,Lewiston,ME,TX,MIDLAND,1,44400,37740.0,44400.0,85.0
Northeast Bank,Lewiston,ME,MS,NEWTON,1,44200,37570.0,44200.0,85.0
"U.S. Bank, National Association",Cincinnati,OH,TN,BEDFORD,2,44000,22000.0,22000.0,50.0
Legence Bank,Eldorado,IL,IL,SAINT CLAIR,1,44000,22000.0,44000.0,50.0
BayFirst National Bank,Saint Petersburg,FL,VA,ALEXANDRIA CITY,1,44000,37400.0,44000.0,85.0
"U.S. Bank, National Association",Cincinnati,OH,TX,HUNT,1,44000,22000.0,44000.0,50.0
Sharon & Crescent United CU,Sharon,MA,MA,BRISTOL,1,44000,22000.0,44000.0,50.0
Arvest Bank,Fayetteville,AR,OK,COMANCHE,2,43600,21800.0,21800.0,50.0
Community National Bank & Trust,Chanute,KS,KS,WYANDOTTE,1,43500,32625.0,43500.0,75.0
"U.S. Bank, National Association",Cincinnati,OH,OH,SENECA,2,43500,21750.0,21750.0,50.0
"U.S. Bank, National Association",Cincinnati,OH,OH,ALLEN,1,43000,21500.0,43000.0,50.0
Bank of Hays,Hays,KS,KS,EDWARDS,1,43000,21500.0,43000.0,50.0
The Huntington National Bank,Columbus,OH,OH,FAYETTE,1,42800,32100.0,42800.0,75.0
"Readycap Lending, LLC",Berkeley Heights,NJ,GA,TROUP,1,42500,36125.0,42500.0,85.0
KeyBank National Association,Cleveland,OH,CT,NEW HAVEN,1,42400,21200.0,42400.0,50.0
First Federal Bank,Lake City,FL,GA,CHATHAM,1,42300,35955.0,42300.0,85.0
